estacion,provincia,temp_max,temp_min,temp_med,viento_racha,viento_vel_max,prec_dia,prec_0_6h,prec_6_12h,prec_12_18h,prec_18_24h,fecha
Villanueva de los Infantes,Ciudad Real,5.0,-3.7,0.6,32.0,26.0,5.0,0.0,0.0,4.6,0.4,2021-01-05
Valdepeñas,Ciudad Real,6.3,-2.2,2.1,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Viso del Marqués,Ciudad Real,6.0,-3.5,1.3,19.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Abenójar,Ciudad Real,6.1,-2.4,1.8,28.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Puebla de Don Rodrigo,Ciudad Real,7.2,-3.5,1.8,15.0,9.0,0.2,0.0,0.1,0.1,0.0,2021-01-05
Almadén,Ciudad Real,8.4,-3.3,2.5,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Puertollano,Ciudad Real,6.4,-1.3,2.6,24.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Fuencaliente,Ciudad Real,8.1,-4.7,1.7,31.0,12.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
Valsequillo,Córdoba,3.0,-3.0,0.0,17.0,13.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
Hinojosa del Duque,Córdoba,5.1,-3.7,0.7,12.0,8.0,0.1,0.0,0.1,0.0,0.0,2021-01-05
Cardeña,Córdoba,7.5,-1.6,2.9,,,1.4,0.0,1.4,0.0,0.0,2021-01-05
Montoro,Córdoba,11.0,-0.1,5.4,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Villanueva de Córdoba,Córdoba,6.4,-1.6,2.4,21.0,8.0,0.6,0.0,0.6,0.0,0.0,2021-01-05
"Córdoba, Embalse de Guadanuño",Córdoba,8.1,-0.2,4.0,15.0,9.0,0.2,0.2,0.0,0.0,0.0,2021-01-05
Córdoba Aeropuerto,Córdoba,10.9,2.2,6.5,32.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Priego de Córdoba,Córdoba,9.0,0.9,4.9,24.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Doña Mencía,Córdoba,10.5,3.1,6.8,20.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Córdoba, Prágdena",Córdoba,9.5,2.0,5.8,21.0,15.0,0.2,0.2,0.0,0.0,0.0,2021-01-05
Espiel,Córdoba,8.4,-3.1,2.6,15.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Fuente Palmera,Córdoba,11.2,2.7,6.9,29.0,18.0,0.2,0.2,0.0,0.0,0.0,2021-01-05
Benamejí,Córdoba,10.9,2.5,6.7,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Aguilar de la Frontera,Córdoba,10.8,2.2,6.5,23.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
La Rambla,Córdoba,10.6,1.2,5.9,24.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Beteta,Cuenca,,,,,,,,,,,2021-01-05
Cañizares,Cuenca,7.1,-8.3,-0.6,,,1.4,0.0,0.0,1.4,0.0,2021-01-05
Tarancón,Cuenca,6.9,-4.3,1.3,19.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Alcázar del Rey,Cuenca,4.4,-6.6,-1.1,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Abia de Obispalia,Cuenca,4.7,-7.1,-1.2,17.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Villares del Saz,Cuenca,2.3,-6.2,-1.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Alberca de Zancara,Cuenca,2.5,-5.8,-1.7,14.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
San Clemente,Cuenca,2.2,-4.8,-1.3,27.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Osa de la Vega,Cuenca,1.6,-7.7,-3.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Belmonte,Cuenca,,,,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Cuenca,Cuenca,6.0,-6.6,-0.3,21.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Motilla del Palancar,Cuenca,3.4,-6.8,-1.7,23.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Salvacañete,Cuenca,3.4,-12.1,-4.4,23.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Mira,Cuenca,7.2,-9.2,-1.0,,,0.2,0.0,0.2,0.0,0.0,2021-01-05
Irún,Gipuzkoa,4.9,2.0,3.5,25.0,15.0,4.6,4.0,0.6,0.0,0.0,2021-01-05
San Sebastián Aeropuerto,Gipuzkoa,5.2,2.5,3.8,22.0,17.0,7.9,7.5,0.4,0.0,0.0,2021-01-05
Renteria,Gipuzkoa,5.0,1.4,3.2,13.0,7.0,3.6,3.6,0.0,0.0,0.0,2021-01-05
Segura - Lastala,Gipuzkoa,3.8,0.1,1.9,8.0,4.0,4.6,1.4,2.8,0.4,0.0,2021-01-05
Beasain,Gipuzkoa,4.0,0.1,2.1,9.0,4.0,6.2,2.4,3.8,0.0,0.0,2021-01-05
Ordizia,Gipuzkoa,3.0,0.1,1.6,12.0,8.0,4.6,2.4,2.2,0.0,0.0,2021-01-05
Legazpia,Gipuzkoa,2.4,-0.2,1.1,,,11.0,0.0,2.0,8.0,1.0,2021-01-05
Zumarraga,Gipuzkoa,2.2,-1.3,0.5,15.0,8.0,16.7,0.6,3.2,11.3,1.6,2021-01-05
Azpeitia,Gipuzkoa,3.5,0.7,2.1,12.0,7.0,12.0,5.0,7.0,0.0,0.0,2021-01-05
Zumaia,Gipuzkoa,6.2,3.6,4.9,33.0,14.0,7.2,3.9,3.3,0.0,0.0,2021-01-05
Aretxabaleta,Gipuzkoa,2.6,0.0,1.3,,,11.6,1.8,2.4,5.8,1.6,2021-01-05
Elgeta,Gipuzkoa,2.2,-0.1,1.1,11.0,5.0,17.2,1.6,2.4,9.4,3.8,2021-01-05
Elgoibar,Gipuzkoa,4.0,0.4,2.2,18.0,7.0,7.0,4.9,2.0,0.1,0.0,2021-01-05
Mutriku,Gipuzkoa,4.9,2.2,3.6,38.0,25.0,6.0,2.6,3.4,0.0,0.0,2021-01-05
Blanes,Girona,10.5,2.3,6.4,27.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Castell, Platja d'Aro",Girona,9.2,-0.7,4.2,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Sant Pau de Segúries,Girona,1.4,-8.3,-3.5,16.0,5.0,0.6,0.0,0.0,0.6,0.0,2021-01-05
Planoles,Girona,0.7,-8.0,-3.7,21.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Ripoll,Girona,,,,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Les Planes d'Hostoles,Girona,7.3,-5.2,1.1,21.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Sant Hilari,Girona,2.9,-6.0,-1.5,15.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Girona Aeropuerto,Girona,9.2,-1.7,3.7,24.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Girona,Girona,8.7,-1.5,3.6,21.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Porqueres,Girona,7.7,-3.1,2.3,16.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
L'Estartit,Girona,8.7,1.3,5.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
La Vall de Bianya,Girona,5.6,-5.3,0.1,24.0,14.0,0.2,0.0,0.0,0.2,0.0,2021-01-05
Castelló d'Empúries,Girona,8.7,-1.9,3.4,24.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Maçanet de Cabrenys,Girona,6.0,-2.9,1.5,17.0,8.0,0.2,0.0,0.0,0.2,0.0,2021-01-05
Espolla,Girona,8.5,-2.0,3.3,20.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Figueres,Girona,8.8,2.6,5.7,28.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Cabo de Creus,Girona,6.9,4.9,5.9,,45.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
La Molina,Girona,-3.2,-10.8,-7.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Baza,Granada,8.8,-4.2,2.3,19.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Dólar,Granada,6.1,-3.1,1.5,35.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Víznar,Granada,2.8,-3.2,-0.2,,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Granada-Cartuja,Granada,8.9,-1.0,3.9,14.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Granada Aeropuerto,Granada,9.5,-2.6,3.5,18.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Lanjarón,Granada,10.5,-0.5,5.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Salobreña,Granada,16.0,6.5,11.3,35.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Motril, Puerto",Granada,,,,31.0,22.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Castell de Ferro,Granada,13.6,7.4,10.5,28.0,20.0,0.6,0.0,0.0,0.0,0.6,2021-01-05
Válor,Granada,9.2,1.6,5.4,,,4.8,0.0,0.0,0.0,4.8,2021-01-05
Molina de Aragón,Guadalajara,3.2,-10.7,-3.7,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Pastrana,Guadalajara,,,,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Pantano el Vado,Guadalajara,5.8,-5.9,0.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Sigüenza,Guadalajara,4.1,-9.9,-2.9,24.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Mandayona,Guadalajara,5.5,-6.2,-0.3,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Campisábalos,Guadalajara,,,,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Guadalajara,Guadalajara,6.8,-4.7,1.1,14.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Brihuega,Guadalajara,5.1,-7.5,-1.2,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
El Pedregal,Guadalajara,2.2,-7.4,-2.6,25.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Aroche,Huelva,9.9,-2.3,3.8,19.0,13.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
El Granado,Huelva,9.5,2.7,6.1,,,0.2,0.0,0.2,0.0,0.0,2021-01-05
Ayamonte,Huelva,12.0,4.4,8.2,16.0,6.0,0.1,0.1,0.0,0.0,0.0,2021-01-05
Cartaya,Huelva,11.6,2.4,7.0,20.0,9.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
Alajar,Huelva,8.1,1.2,4.7,23.0,13.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
Valverde del Camino,Huelva,10.3,0.7,5.5,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
El Cerro de Andévalo,Huelva,10.7,3.0,6.8,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Alosno, Tharsis",Huelva,9.6,3.2,6.4,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
El Campillo,Huelva,8.8,2.6,5.7,21.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Villarrasa,Huelva,11.2,1.2,6.2,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Huelva, Ronda Este",Huelva,11.3,2.6,7.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Cala,Huelva,7.0,-1.5,2.8,15.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Almonte,Huelva,11.7,2.1,6.9,20.0,14.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
"Moguer, El Arenosillo",Huelva,12.9,3.5,8.2,28.0,16.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Canfranc,Huesca,-0.4,-5.4,-2.9,31.0,12.0,0.4,0.4,0.0,0.0,0.0,2021-01-05
Jaca,Huesca,1.1,-7.6,-3.2,55.0,10.0,0.3,0.0,0.3,0.0,0.0,2021-01-05
"Valle de Hecho, Hecho",Huesca,2.2,-7.4,-2.6,37.0,26.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Aragüés del Puerto,Huesca,2.2,-6.4,-2.1,27.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Bailo,Huesca,1.9,-3.9,-1.0,41.0,32.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Biescas,Huesca,1.3,-8.9,-3.8,16.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Sabiñánigo,Huesca,2.0,-7.8,-2.9,19.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Almudévar,Huesca,7.4,-4.0,1.7,45.0,25.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Sopeira,Huesca,4.6,-5.8,-0.6,42.0,30.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Benabarre,Huesca,2.6,-6.4,-1.9,20.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Bielsa,Huesca,4.7,-8.3,-1.8,24.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Ainsa,Huesca,5.9,-6.4,-0.3,16.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Torla - Depósito,Huesca,5.2,-7.8,-1.3,24.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Benasque,Huesca,3.5,-11.8,-4.2,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Seira,Huesca,4.3,-8.1,-1.9,17.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Capella,Huesca,3.8,-7.6,-1.9,19.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Barbastro,Huesca,5.5,-6.2,-0.3,14.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Sariñena, Depósito agua",Huesca,7.5,-2.9,2.3,35.0,19.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Huesca Aeropuerto,Huesca,5.5,-3.6,1.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Huesca,Huesca,7.2,-3.0,2.1,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Lanaja,Huesca,6.5,-1.4,2.6,44.0,31.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Ballobar,Huesca,6.4,-3.3,1.6,24.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Tamarite de Litera,Huesca,4.7,-5.0,-0.2,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Fraga,Huesca,7.3,-1.7,2.8,20.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Escorca, Lluc",Illes Balears,6.2,-0.3,2.9,32.0,7.0,8.2,6.2,2.0,0.0,0.0,2021-01-05
Banyalbufar,Illes Balears,8.9,4.2,6.5,58.0,31.0,5.0,3.2,1.8,0.0,0.0,2021-01-05
"Calvià, Es Capdellà",Illes Balears,12.4,0.4,6.4,31.0,17.0,0.6,0.6,0.0,0.0,0.0,2021-01-05
"Palma, Puerto",Illes Balears,12.0,3.5,7.8,30.0,14.0,3.8,1.7,2.1,0.0,0.0,2021-01-05
"Palma, Universitat",Illes Balears,10.9,-0.7,5.1,34.0,17.0,2.8,0.8,2.0,0.0,0.0,2021-01-05
"Sierra de Alfabia, Bunyola",Illes Balears,0.6,-1.1,-0.3,63.0,40.0,8.5,3.0,5.5,0.0,0.0,2021-01-05
"Palma de Mallorca, Aeropuerto",Illes Balears,10.6,-0.5,5.1,45.0,31.0,2.4,1.6,0.8,0.0,0.0,2021-01-05
"Llucmajor, Cap Blanc",Illes Balears,11.3,2.7,7.0,45.0,28.0,3.6,1.6,2.0,0.0,0.0,2021-01-05
Llucmajor,Illes Balears,9.8,0.5,5.2,,,4.4,1.4,3.0,0.0,0.0,2021-01-05
Porreres,Illes Balears,10.8,0.2,5.5,37.0,17.0,1.3,1.0,0.3,0.0,0.0,2021-01-05
"Campos, Can Sion",Illes Balears,12.1,-2.4,4.9,30.0,15.0,0.6,0.0,0.6,0.0,0.0,2021-01-05
"Campos, Salines Llevant",Illes Balears,11.8,-1.8,5.0,46.0,26.0,1.4,0.2,1.2,0.0,0.0,2021-01-05
Santanyí,Illes Balears,11.7,2.0,6.8,31.0,15.0,0.6,0.0,0.6,0.0,0.0,2021-01-05
Portocolom,Illes Balears,,,,,,,,,,,2021-01-05
Son Servera,Illes Balears,12.4,0.6,6.5,31.0,16.0,1.6,0.0,1.6,0.0,0.0,2021-01-05
Artà,Illes Balears,10.2,0.0,5.1,,,1.6,0.2,1.4,0.0,0.0,2021-01-05
Capdepera,Illes Balears,12.1,5.2,8.7,39.0,22.0,1.5,0.0,1.5,0.0,0.0,2021-01-05
Artà-Colònia de Sant Pere,Illes Balears,9.8,3.3,6.6,,,2.2,0.0,2.2,0.0,0.0,2021-01-05
"Muro, S'Albufera",Illes Balears,10.1,0.3,5.2,,,3.0,0.8,2.2,0.0,0.0,2021-01-05
Manacor,Illes Balears,10.3,-0.7,4.8,30.0,17.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
Sineu,Illes Balears,9.7,-0.1,4.8,31.0,17.0,2.0,0.0,2.0,0.0,0.0,2021-01-05
Santa María del Camí,Illes Balears,9.9,-0.4,4.7,44.0,24.0,1.0,0.4,0.6,0.0,0.0,2021-01-05
Binissalem,Illes Balears,10.0,-1.0,4.5,35.0,21.0,1.6,0.2,1.4,0.0,0.0,2021-01-05
"Escorca, Son Torrella",Illes Balears,1.9,-1.3,0.3,,,11.0,7.2,3.8,0.0,0.0,2021-01-05
Sa Pobla,Illes Balears,11.1,0.7,5.9,30.0,16.0,1.6,0.4,1.2,0.0,0.0,2021-01-05
Pollença,Illes Balears,9.2,2.2,5.7,38.0,18.0,6.0,4.0,2.0,0.0,0.0,2021-01-05
Port de Pollença,Illes Balears,11.2,2.4,6.8,31.0,8.0,4.6,4.2,0.4,0.0,0.0,2021-01-05
"La Mola, Maó/Mahón",Illes Balears,11.1,4.6,7.9,,38.0,0.2,0.2,0.0,0.0,0.0,2021-01-05
Es Mercadal,Illes Balears,9.7,3.0,6.3,55.0,31.0,2.4,0.0,2.2,0.2,0.0,2021-01-05
Ciutadella,Illes Balears,9.9,3.3,6.6,,,,0.2,2.0,,1.2,2021-01-05
"Ciutadella, Cala Galdana",Illes Balears,11.1,0.6,5.9,43.0,17.0,0.4,0.0,0.2,0.0,0.2,2021-01-05
"Menorca, Aeropuerto",Illes Balears,11.3,1.8,6.6,45.0,28.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Sant Joan de Labritja,Illes Balears,12.3,-2.4,5.0,,,0.2,0.0,0.2,0.0,0.0,2021-01-05
Sant Antoni de Portmany,Illes Balears,12.3,-0.3,6.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Ibiza, Aeropuerto",Illes Balears,12.6,2.4,7.5,26.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Eivissa,Illes Balears,13.3,1.4,7.4,25.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Formentera,Illes Balears,14.4,3.4,8.9,33.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Baeza,Jaén,8.8,-1.0,3.9,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Torres,Jaén,5.0,-0.4,2.3,,,0.2,0.0,0.2,0.0,0.0,2021-01-05
Arroyo del Ojanco,Jaén,8.2,-0.4,3.9,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Villanueva del Arzobispo,Jaén,6.6,-1.7,2.4,11.0,5.0,0.4,0.0,0.2,0.2,0.0,2021-01-05
Santa Elena,Jaén,,,,,,,,,,,2021-01-05
Jaén,Jaén,6.7,0.8,3.7,12.0,8.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Linares,Jaén,7.4,0.6,4.0,17.0,9.0,0.2,0.0,0.2,0.0,0.0,2021-01-05
Bailén,Jaén,9.8,0.7,5.3,21.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Andújar,Jaén,10.3,-0.5,4.9,20.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Alcalá La Real,Jaén,7.7,-0.2,3.7,17.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Valdezcaray, estación de esquí",La Rioja,-3.4,-8.1,-5.8,15.0,8.0,7.8,4.4,2.2,0.4,0.8,2021-01-05
Haro,La Rioja,2.6,-0.5,1.0,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Anguiano,La Rioja,0.6,-5.1,-2.2,,,0.4,0.2,0.0,0.2,0.0,2021-01-05
Nájera,La Rioja,3.4,-0.1,1.7,21.0,10.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Cenicero,La Rioja,4.1,-0.2,1.9,26.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Logroño Aeropuerto,La Rioja,6.0,0.9,3.4,32.0,18.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Enciso,La Rioja,2.5,-4.0,-0.8,25.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Alfaro,La Rioja,7.2,-2.6,2.3,28.0,17.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Tías,Las Palmas,19.6,13.9,16.8,40.0,25.0,4.6,0.0,4.6,0.0,0.0,2021-01-05
Yaiza Playa Blanca,Las Palmas,22.1,18.1,20.1,38.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Lanzarote Aeropuerto,Las Palmas,24.5,15.9,20.2,42.0,30.0,0.1,0.0,0.1,0.0,0.0,2021-01-05
Haría,Las Palmas,18.8,16.8,17.8,63.0,37.0,2.4,0.0,2.4,0.0,0.0,2021-01-05
Tinajo,Las Palmas,20.2,15.2,17.7,43.0,31.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Pájara,Las Palmas,23.6,18.2,20.9,0.0,0.0,0.1,0.0,0.0,0.0,0.1,2021-01-05
"Tuineje,Puerto Gran Tarajal",Las Palmas,22.7,18.1,20.4,35.0,27.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Antigua,Las Palmas,22.4,15.2,18.8,40.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Fuerteventura Aeropuerto,Las Palmas,25.4,16.2,20.8,45.0,29.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
La Oliva,Las Palmas,22.5,16.2,19.4,39.0,27.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"La Oliva, Puerto de Corralejo",Las Palmas,22.6,16.7,19.7,49.0,35.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Vega de San Mateo,Las Palmas,12.3,5.5,8.9,54.0,30.0,1.8,0.0,0.0,0.2,1.6,2021-01-05
"Tejeda, Cruz de Tejeda",Las Palmas,11.4,7.7,9.5,42.0,24.0,0.2,0.0,0.0,0.0,0.2,2021-01-05
Tejeda,Las Palmas,16.6,12.2,14.4,24.0,14.0,0.1,0.0,0.0,0.0,0.1,2021-01-05
Agaete,Las Palmas,21.8,20.0,20.9,51.0,37.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
La Aldea de San Nicolás,Las Palmas,24.7,16.7,20.7,38.0,22.0,0.6,0.0,0.0,0.0,0.6,2021-01-05
"San Bartolome Tirajana, Cuevas del Pinar",Las Palmas,14.2,10.2,12.2,35.0,20.0,4.8,0.0,0.0,2.0,2.8,2021-01-05
"San Bartolome Tirajana, Lomo Pedro Alfonso",Las Palmas,17.2,12.9,15.1,40.0,22.0,5.4,1.0,0.2,1.2,3.0,2021-01-05
"La Aldea de San Nicolás, Tasarte",Las Palmas,21.4,16.2,18.8,37.0,23.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Mogán, Puerto",Las Palmas,23.0,18.3,20.6,28.0,18.0,,,,,,2021-01-05
"San Bartolome Tirajana, Las Tirajanas",Las Palmas,18.1,13.0,15.6,47.0,26.0,1.8,0.0,0.0,1.0,0.8,2021-01-05
"Maspalomas, C. Insular Turismo",Las Palmas,22.4,18.0,20.2,40.0,26.0,0.6,0.2,0.0,0.2,0.2,2021-01-05
"San Bartolome Tirajana, El Matorral",Las Palmas,23.8,17.6,20.7,49.0,33.0,1.6,0.0,0.0,0.0,1.6,2021-01-05
Agüimes,Las Palmas,24.8,15.3,20.0,32.0,21.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Telde, Centro Forestal Doramas",Las Palmas,21.7,14.3,18.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Gran Canaria Aeropuerto,Las Palmas,24.5,15.8,20.2,54.0,40.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Telde, Melenara",Las Palmas,23.0,14.4,18.7,25.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Teror,Las Palmas,21.7,10.4,16.1,24.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Las Palmas de Gran Canaria, Tafira",Las Palmas,21.6,14.2,17.9,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Las Palmas de Gran Canaria, San Cristobal",Las Palmas,27.2,17.8,22.5,19.0,14.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Las Palmas de Gran Canaria, Pl. de la Feria",Las Palmas,,,,16.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Valleseco,Las Palmas,20.0,12.2,16.1,34.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Agaete - Suerte Alta,Las Palmas,20.3,15.8,18.0,44.0,24.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Arucas,Las Palmas,23.0,14.7,18.8,21.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Maspalomas,Las Palmas,,,,36.0,23.0,0.9,0.2,0.1,0.0,0.6,2021-01-05
Teguise,Las Palmas,22.9,18.2,20.6,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Posada de Valdeón, Soto",León,2.4,-4.2,-0.9,,,3.6,0.0,0.0,3.6,0.0,2021-01-05
Villablino,León,4.6,-7.5,-1.5,13.0,9.0,6.6,0.0,0.0,6.4,0.2,2021-01-05
Ponferrada,León,5.0,-3.8,0.6,12.0,7.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Vega de Espinareda,León,4.1,-5.3,-0.6,,,0.0,0.0,0.0,0.0,0.0,2021-01-05
Riaño,León,1.6,-4.5,-1.4,18.0,11.0,3.4,0.0,0.0,3.4,0.0,2021-01-05
Cubillas de Rueda,León,4.7,-8.6,-2.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Puerto de San Isidro,León,-2.8,-6.9,-4.9,59.0,33.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"León, Virgen del Camino",León,5.9,-4.8,0.5,21.0,15.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
Valencia de Don Juan,León,5.9,-4.7,0.6,22.0,13.0,0.0,0.0,0.0,0.0,0.0,2021-01-05
"Barrios de Luna, Miñera",León,9.0,-6.2,1.4,21.0,10.0,1.2,0.0,0.4,0.8,0.0,2021-01-05
